ato,dodf,treated_text,PROCESSO,ORGAO_LICITANTE,NUM_LICITACAO,MODALIDADE_LICITACAO,NOME_RESPONSAVEL,DATA_ESCRITO,IDENTIFICACAO_OCORRENCIA,IOB
AVISO_ANUL_REV_LICITACAO,5_16.7.2019,"AVISOS DE REVOGACAO LICITACAO No 001-P01013/2018 A CEB Distribuicao S/A, por meio da Comissao Permanente de Licitacao CPL, CPL, localizada no SIA Setor de Areas Publicas, Lote C, Bloco H, CEB Brasilia-DF, Brasilia-DF, torna publico que fica revogada a licitacao em epigrafe, relativa a CONTRATACAO DE OBRAS DE IMPLANTACAO DA LINHA AEREA DE DISTRIBUICAO EM 138kV ITAPOA x SOBRADINHO TRANSMISSAO. Demais informacoes, no horario das 8h as 12h e das 14h as 17h ou por meio dos telefones: 34659012/9287. 9012/9287. Brasilia/DF, 12 de julho de 2019 MARCELO ANDRADE CRUZ Presidente da Comissao",,CEB Distribuicao S/A,001-P01013/2018,,MARCELO ANDRADE CRUZ,,revogada,O O O O O B-NUM_LICITACAO O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_ANUL_REV_LICITACAO,15_28.11.2019,"AVISO DE REVOGACAO LICITACAO PUBLICA NACIONAL LPN LPN 011/2019 A Caesb, no ambito de seu Programa de Saneamento Ambiental, financiado pelo Banco Interamericano de Desenvolvimento BID, BID, torna publico que a Licitacao Publica Nacional LPN LPN 011/2019, processo no 092.005465/2019, para execucao das Obras de Setorizacao e Adequacao de Redes nas localidades da Asa Sul, Cruzeiro, Asa Norte e Jardim Botanico, incluindo o fornecimento e Instalacao do Novo Booster, foi revogada por conveniencia administrativa. GILMAR PERES MONTEIRO Presidente da Comissao",092.005465/2019,Caesb,011/2019,LICITACAO PUBLICA NACIONAL,GILMAR PERES MONTEIRO,,revogada,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O B-NUM_LICITACAO O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NUM_LICITACAO O O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_ANUL_REV_LICITACAO,6_24.7.2019,"AVISO DE ANULACAO PREGAO ELETRONICO No 10/2019 PROCESSO: 00053-00009769/2019-41/CBMDF. TIPO: Menor preco. OBJETO: Aquisicao de microscopio reto trinocular para realizacao das analises laboratoriais para o CBMDF. O DICOA informa a ANULACAO do certame, em razao da existencia de vicios insanaveis no certame. Esta aberto o prazo recursal na forma do Art. 109, I, ""c"", da Lei 8.666/1993. Inf.: (61) 3901-3481. Marcelo Teixeira Dantas.",00053-00009769/2019-41,CBMDF,10/2019,PREGAO ELETRONICO,Marcelo Teixeira Dantas,,ANULACAO,O O B-IDENTIFICACAO_OCORRENCIA O O O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,7_2.8.2019,"AVISO DE REVOGACAO PREGAO ELETRONICO No 123/2019 UASG UASG 926119 A Pregoeira da Central de Compras torna publico aos interessados que, o procedimento licitatorio para contratacao de empresa especializada para a Operacao Logistica da cadeia de suprimentos, conforme especificacoes e quantitativos constantes no Anexo I do Edital, restou REVOGADO, nos termos do Processo no 00060-00123066/2018-91 e Art. 49 da Lei 8.666/93, por decisao prolatada pelo Subsecretario de Administracao Geral, Antony Araujo Couto, e pelo Secretario de Estado de Saude, Osnei Okumoto, para atender as necessidades e demandas exigidas para o sistema de operacao logistica desta Pasta, bem como para conclusao de mapeamento da Cadeia de Suprimentos. MERITA SIMIONE BORGES",00060-00123066/2018-91,,123/2019 UASG UASG 926119,PREGAO ELETRONICO,MERITA SIMIONE BORGES,,REVOGADO,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO I-NUM_LICITACAO I-NUM_LICITACAO I-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
AVISO_ANUL_REV_LICITACAO,7_2.8.2019,"AVISO DE REVOGACAO PREGAO ELETRONICO No 14/2019 PROCESSO: 0052.002.099/2016. OBJETO: Contratacao de servicos de solucao de impressao, copia e digitalizacao a fim de atender necessidades gerais e especificas das unidades policiais da PCDF. TIPO: Menor Preco. O ordenador de despesas da PCDF, de acordo com o artigo 109 1o da lei de licitacoes, torna publico aos licitantes e demais interessados que o certame supracitado foi revogado, devido a ocorrencia de falhas operacionais no Sistema COMPRASNET durante o tempo aleatorio para lances, com possibilidade de cerceamento da competitividade entre os licitantes, conforme decisao fundamentada no art. 49, caput, assegurado o prazo previsto no art. 109, inciso I, c, da Lei no 8.666/93. A integra do documento esta disponivel no site www.pcdf.df.gov.br, link licitacoes. Maiores informacoes na CPL/PCDF fones: 3207-4071/4046. Brasilia/DF, 1o de agosto de 2019. SILVERIO ANTONIO MOITA DE ANDRADE Diretor",0052.002.099/2016,PCDF,14/2019,PREGAO ELETRONICO,SILVERIO ANTONIO MOITA DE ANDRADE,,revogado,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,211_193.9.10.2019,"AVISO DE REVOGACAO PREGAO ELETRONICO No 150/2018 SRP SRP UASG UASG 925041 Processo: 00410-00008137-27 SEEC/DF. SEEC/DF. O pregoeiro comunica que o pregao acima citado foi revogado, com fulcro no art. 49 da Lei Federal n. o 8.666/93 e na Nota Tecnica no 27/2019 AJL, AJL, acolhido pela Autoridade competente, devidamente fundamentado e constante dos autos. Maiores Informacoes: Coordenacoes de Licitacoes COLIC/SEEC COLIC/SEEC DF, DF, telefone: 0xx(61) 3313-8494. Brasilia/DF, 08 de outubro de 2019. EDSON DE SOUZA Coordenador",00410-00008137-27,SEEC/DF,150/2018,PREGAO ELETRONICO,EDSON DE SOUZA,,revogado,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O B-PROCESSO O O B-ORGAO_LICITANTE O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,25_27.12.2018,"AVISO DE REVOGACAO EDITAL DE CONCORRENCIA N 12/2018 CRIXA CRIXA A Comissao Permanente de Licitacao CPL/CODHAB CPL/CODHAB comunica aos interessados que o DiretorPresidente/CODHAB Presidente/CODHAB decidiu revogar o Edital de Concorrencia n 12/2018, processo n.o 0392-0003741/201869 69 cujo objeto e a contratacao de empresa para a execucao das obras de implantacao de infraestrutura externa (sistemas de abastecimento de agua potavel e esgotamento sanitario, Drenagem e pavimentacao) ao empreendimento situado no Bairro Crixas em Sao Sebastiao, uma vez que o objeto nao mais atende suas necessidades atuais, consubstanciando sua decisao no Despacho SEI-GDF CODHAB/PRESI/CPL devidamente fundamentado na Despacho SEI-GDF CODHAB/PRESI/SECEX e com fulcro no caput do art. 49 da Lei 8.666/93 e Sumula 473 do STF, estando o processo a disposicao no Portal de Sistema Eletronico de Informacoes SEI. SEI. Fica assegurado o direito a ampla defesa e ao contraditorio, nos termos do 3o, art. 49 c/c a alinea ""c"", inciso I do art. 109, da citada Lei. Transcorrido o prazo concedido para a ampla defesa e o contraditorio sem manifestacao o ato da Revogacao restara consumado. Brasilia/DF, 26 de dezembro de 2018 GILSON PARANHOS D i r e t o rP P r e s i d e n t e",0392-0003741/201869 69,,12/2018,Concorrencia,GILSON PARANHOS,,revogar,O O O O O O O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O B-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O B-PROCESSO I-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O O O O O O O O O O O O O O O
AVISO_ANUL_REV_LICITACAO,10_11.10.2019,"AVISO DE ANULACAO PREGAO ELETRONICO No 37/2019 Processo No 00053-00050726/2019-41/CBMDF. TIPO: Menor preco. OBJETO: Contratacao de empresa especializada para realizar servicos continuados de manutencao, reparo e reposicao de pecas e fluidos originais dos equipamentos e aparelhos odontologicos da Policlinica Odontologica do CBMDF, conforme especificacoes e condicoes estabelecidas no Termo de Referencia constante do Anexo I do Edital. O DICOA informa a ANULACAO do item 6.8 do edital; do item 5.8 do termo de referencia; da tabela do item 5.6 do termo de referencia e a fase externa da licitacao do pregao em epigrafe, com fulcro no item 16.6 do edital c/c, art. 49 da Lei no 8.666/1993, art. 29 do Decreto no 5.450/2005 e art. 53 da Lei no 9.784/1999, em razao da existencia de vicios insanaveis no certame conforme aponta o Relatorio de Analise do Pregoeiro. Visto o art. 109, I, ""c"", da Lei 8.666/1993, fica aberto o prazo recursal de 5 (cinco) dias uteis. Inf.: (61) 3901-3481. MARCELO TEIXEIRA DANTAS Diretor",00053-00050726/2019-41,CBMDF,37/2019,PREGAO ELETRONICO,MARCELO TEIXEIRA DANTAS,,ANULACAO,O O B-IDENTIFICACAO_OCORRENCIA O O O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,637,"AVISO DE ANULAÇÃO DO PREGÃO ELETRÔNICO SRP Nº 07/2021 O DIRETOR-PRESIDENTE DA COMPANHIA DE DESENVOLVIMENTO HABITACIONAL DO DISTRITO FEDERAL, comunica aos interessados a ANULAÇÃO do Pregão Eletrônico nº 07/2021, cujo objeto trata de contratação de empresa ou consórcio de empresas para prestação de serviços técnicos para a elaboração de estudos e projetos para regularização fundiária e urbana da Área de Interesse Social ARIS ARIS Sol Nascente, para atender a Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB/DF, conforme descrito no Anexo I do Edital, referente ao processo 00392-00007567/2021-29 Destaque-se que está disponível no sistema Comprasnet o evento de Anulação do certame em 16/02/2022, como procedimento para atendimento da Decisão 152/2022 TCDF. Brasília/DF, 15 de fevereiro de 2022 WELLINGTON LUIZ",00392-00007567/2021-29,Companhia de Desenvolvimento Habitacional do Distrito Federal,07/2021,Pregão Eletrônico,WELLINGTON LUIZ,15 de fevereiro de 2022,ANULAÇÃO,O O B-IDENTIFICACAO_OCORRENCIA O O O O O B-NUM_LICITACAO O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
AVISO_ANUL_REV_LICITACAO,637,"AVISO DE ANULAÇÃO DA LICITAÇÃO CONCORRÊNCIA Nº 01/20121 A Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB/DF, no uso de suas atribuições, torna público o Aviso de anulação da Concorrência 01/2021 PROCESSO PROCESSO SEI Nº 00392-00014723/2020-27, que tem por objeto a promoção de empreendimentos habitacionais por meio da produção e comercialização de Unidades Habitacionais a serem disponibilizadas ao cadastro de habitação, em terrenos de propriedade da CODHAB localizadas em Santa Maria RA XIII, em atendimento à política habitacional do Governo do Distrito Federal, de acordo com as especificações e quantitativos contidos no Projeto Básico constante do Anexo I do Edital, conforme após a aprovação da Súmula SEI-GDF CODHAB/PRESI/DIPRO n.º 26/2021 (67797043), pela Diretoria Executiva da CODHAB, em 23 de agosto de 2021 e solicitação da área demandante no Despacho CODHAB/PRESI/DIPRO/GEPHAB (72810303). Brasília/DF, 26 de outubro de 2021. FERNANDA VITORINO Presidente da Comissão",00392-00014723/2020-27,Companhia de Desenvolvimento Habitacional do Distrito Federal CODHAB/DF,01/2021,Concorrência,FERNANDA VITORINO,26 de outubro de 2021,anulação,O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O B-MODALIDADE_LICITACAO O O O O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
AVISO_ANUL_REV_LICITACAO,637,"AVISO DE REVOGAÇÃO PREGÃO ELETRÔNICO Nº 56/2021 A presente licitação tem por objeto a aquisição de material permanente aquisição aquisição de equipamentos para aparelhamento/substituição/melhoramento do Laboratório de Solos (NULSO) do Departamento de Estradas de Rodagem do Distrito Federal (DER/DF), tudo conforme especificado no Edital e em seus anexos. Processo 00113-00005906/2021-95. Fica revogada, fundamentação nos autos do processo. Brasília/DF, 29 de julho de 2021 ANA HILDA DO CARMO SILVA Diretora",00113-00005906/2021-95,Departamento de Estradas de Rodagem do Distrito Federal (DER/DF),56/2021,PREGÃO ELETRÔNICO,ANA HILDA DO CARMO SILVA,29 de julho de 2021,revogada,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O B-PROCESSO O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O B-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,629,"AVISO DE ANULAÇÃO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 32/2021 Processo: 00050-00037099/2020-71. TIPO: Menor Preço. MODO DE DISPUTA: Aberto. OBJETO: Registro de Preço para futura aquisição de equipamentos de Tecnologia da Informação e Comunicação (TIC) objetivando a aquisição de Solução de Firewalls, envolvendo a prestação dos serviços de instalação, configuração, suporte técnico, manutenção e treinamento composto de operação assistida e tutela técnica para sustentação de serviços de Segurança Pública do DF. A SSP informa aos interessados no presente Certame a ANULAÇÃO do Pregão Eletrônico nº 32/2021-SSPDF, com fulcro nos termos do art. 4º, III, da Lei federal nº 10.520/2002 e art. 14, III, do Decreto federal nº 10.024/2019, bem como violação dos princípios da legalidade, do julgamento objetivo, da isonomia, da publicidade e da competitividade, estabelecidos pelo art. 37 da Constituição Federal, pelo art. 19 da Lei Orgânica do DF, e no art. 2º, do Decreto Federal nº 10.024/2019. Brasília/DF, 05 de janeiro de 2022 CELSO WAGNER LIMA Subsecretário",00050-00037099/2020-71,SSP,32/2021-SSPDF,Pregão Eletrônico,CELSO WAGNER LIMA,05 de janeiro de 2022,ANULAÇÃO,O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O O O B-IDENTIFICACAO_OCORRENCIA O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,629,"AVISO DE REVOGAÇÃO DE PREGÃO ELETRÔNICO Nº 04/2021 Processo: 00074-00000002/2020-97. OBJETO: Venda de madeira em pé da espécie Pinus sp, com corte e retirada do insumo no local, conforme especificações, condições e exigências estabelecidas no Edital nº 04/2021 e seus anexos. Em razão da impossibilidade de prosseguimento do certame em decorrência da falha de sistema relatada na Nota Técnica CAIXA NT_0004_2021_CEPEM NT_0004_2021_CEPEM 08_12_2021 (75803745), REVOGA-SE o Pregão Eletrônico nº 04/2021, a que se refere o Edital de Licitação 04/2021 (67386008). SALVADOR CARDOSO Pregoeiro",00074-00000002/2020-97,,04/2021,Pregão Eletrônico,SALVADOR CARDOSO,,REVOGA-SE,O O O O O O O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O B-NUM_LICITACAO O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,629,"AVISO DE ANULAÇÃO PREGÃO ELETRÔNICO Nº 02/2021 UASG: UASG: 926319 A Pregoeira da Fundação de Apoio à Pesquisa do Distrito Federal, comunica a anulação do certame licitatório oriundo do Edital de Licitação do Pregão Eletrônico nº 0002/2021 SUAG/DGA/FAPDF SUAG/DGA/FAPDF EXCLUSIVO EXCLUSIVO ME/EPP. Informamos que serão feitas as devidas alterações para a continuidade dos procedimentos. Processo 00193-00000432/2021-05. Os autos ficam com vistas franqueadas aos interessados, nesta Fundação de Apoio à Pesquisa do Distrito Federal, pelo e-mail: cpl@fap.df.gov.br. Brasília/DF, 24 de setembro de 2021 MARCILENE BONFIM LEITÃO SANTANA",00193-00000432/2021-05,Fundação de Apoio à Pesquisa do Distrito Federal,0002/2021,Pregão Eletrônico,MARCILENE BONFIM LEITÃO SANTANA,24 de setembro de 2021,anulação,O O O O O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O O O O O O O O O O O O O O O O O B-PROCESSO O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O B-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO I-DATA_ESCRITO B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL
AVISO_ANUL_REV_LICITACAO,635,"AVISO DE ANULAÇÃO PREGÃO ELETRÔNICO Nº 57/2021 Processo: 00053-00082079/2021-51. TIPO: Menor preço. OBJETO: Contratação de empresa para execução de serviço contínuo comum de operação e manutenção preventiva e corretiva nos equipamentos de climatização instalados na Policlínica Médica (POMED) e Policlínica Odontológica (PODON) do CBMDF, conforme Edital e anexos. O DICOA informa que a licitação publicada no DODF nº 206 e DOU nº 207, ambos do dia 04/11/2021, foi ANULADA em virtude da identificação de vícios insanáveis no Edital. Inf: (61) 3901-3614. HÉLIO PEREIRA LIMA Diretor",00053-00082079/2021-51,CBMDF,57/2021,PREGÃO ELETRÔNICO,HÉLIO PEREIRA LIMA,04/11/2021,ANULADA,O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O B-DATA_ESCRITO O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,636,"AVISO DE REVOGAÇÃO DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 07/2021 (AMPLA CONCORRÊNCIA) O GOVERNO DO DISTRITO FEDERAL POR MEIO DA SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL SEAGRI/DF torna público que, por decisão da Autoridade Competente, nos termos do art. 50, caput, do Decreto nº 10.024/2019, e art. 49, caput, da Lei nº 8.666/93, REVOGA a licitação do tipo MENOR PREÇO UNITÁRIO, na modalidade de PREGÃO na forma ELETRÔNICA, com previsão de abertura do certame para 07/07/2021, às 09h30m que se encontrava suspensa, processo 00070-00004590/2020-41(SEI). OBJETO: Aquisição de veículos do tipo furgão leve de carga para atender demandas de associações de produtores rurais do Distrito Federal, de modo a garantir o transporte de produtos da agricultura familiar até os pontos de comercialização e de insumos até as propriedades dos associados, de acordo com o detalhamento descrito no item 03, do Termo de Referência, Anexo I do Edital, com valor Total estimado em R$ 164.000,00 (cento e sessenta e quatro mil reais). O aviso do evento de revogação poderá ser retirado a partir da publicação no Portal www.comprasgovernamentais.gov.br ou no portal da SEAGRI-DF, Licitação , a partir da sua divulgação. NATANAEL FÉLIX DOS SANTOS Pregoeiro",00070-00004590/2020-41,"SECRETARIA DE ESTADO DA AGRICULTURA, ABASTECIMENTO E DESENVOLVIMENTO RURAL DO DISTRITO FEDERAL SEAGRI/DF",07/2021,PREGÃO na forma ELETRÔNICA,NATANAEL FÉLIX DOS SANTOS,,REVOGA,O O O O O B-MODALIDADE_LICITACAO O O B-NUM_LICITACAO O O O O O O O O O O O O B-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE I-ORGAO_LICITANTE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O O O O O O O O O O O O O O O O O O B-PROCESSO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O
AVISO_ANUL_REV_LICITACAO,636,"AVISO DE REVOGAÇÃO PARCIAL DE LICITAÇÃO PREGÃO ELETRÔNICO Nº 07/2021 LOTE 4 A CARTÃO BRB S.A. torna público que o Lote 4, integrante da licitação referenciada no preâmbulo, fica revogado, tendo em vista questionamento impetrado judicialmente, via Mandado de Segurança (0732084-09.2021.8.07.0001 25ª Vara Cível de Brasília). Assim, no intuito maior de pugnar pelo melhor atendimento do interesse público, bem como permitir maior competividade no âmbito do procedimento licitatório, o Lote 4 resta excluído do certame. Novo edital, específico para a alienação do imóvel de propriedade da BRBCARD, será publicado a posteriori. Quanto aos demais lotes, sobre os quais não pairaram questionamentos ou impedimentos de natureza judicial, informa-se que seus objetos restam devidamente homologados. ALMIR FRANCISCO GOMES FILHO Presidente da Comissão",,BRB S.A.,07/2021,PREGÃO ELETRÔNICO,ALMIR FRANCISCO GOMES FILHO,,revogado,O O O O O O B-MODALIDADE_LICITACAO I-MODALIDADE_LICITACAO O B-NUM_LICITACAO O O O O B-ORGAO_LICITANTE O O O O O O O O O O O O O O O O B-IDENTIFICACAO_OCORRENCIA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL I-NOME_RESPONSAVEL O O O
